run_id,block_id,stim_type,trial_id,stim,cond,cresp
2,2,word,7,20,diff,right
2,2,word,8,19,same,left
2,2,word,9,20,same,left
2,2,word,10,16,lure,right
2,2,word,11,20,same,left
2,3,object,1,16,filler,none
2,3,object,2,17,filler,none
2,3,object,3,16,same,left
2,3,object,4,18,diff,right
2,3,object,5,19,diff,right
2,3,object,6,18,same,left
2,3,object,7,20,diff,right
2,3,object,8,18,same,left
2,3,object,9,17,lure,right
2,3,object,10,19,lure,right
2,3,object,11,20,lure,right
2,4,face,1,16,filler,none
2,4,face,2,17,filler,none
2,4,face,3,16,same,left
2,4,face,4,18,diff,right
2,4,face,5,19,diff,right
2,4,face,6,18,same,left
2,4,face,7,19,same,left
2,4,face,8,20,diff,right
2,4,face,9,19,same,left
2,4,face,10,17,lure,right
2,4,face,11,20,lure,right
2,5,place,1,21,filler,none
2,5,place,2,22,filler,none
2,5,place,3,23,diff,right
2,5,place,4,22,same,left
2,5,place,5,24,diff,right
2,5,place,6,23,lure,right
2,5,place,7,25,diff,right
2,5,place,8,21,lure,right
2,5,place,9,25,same,left
2,5,place,10,24,lure,right
2,5,place,11,25,same,left
2,6,word,1,21,filler,none
2,6,word,2,22,filler,none
2,6,word,3,23,diff,right
2,6,word,4,22,same,left
2,6,word,5,23,same,left
2,6,word,6,21,lure,right
2,6,word,7,24,diff,right
2,6,word,8,25,diff,right
2,6,word,9,24,same,left
2,6,word,10,21,lure,right
2,6,word,11,25,lure,right
2,7,object,1,21,filler,none
2,7,object,2,22,filler,none
2,7,object,3,21,same,left
2,7,object,4,23,diff,right
2,7,object,5,24,diff,right
2,7,object,6,23,same,left
2,7,object,7,24,same,left
2,7,object,8,25,diff,right
2,7,object,9,24,same,left
2,7,object,10,22,lure,right
2,7,object,11,25,lure,right
2,8,face,1,21,filler,none
2,8,face,2,22,filler,none
2,8,face,3,23,diff,right
2,8,face,4,22,same,left
2,8,face,5,23,same,left
2,8,face,6,24,diff,right
2,8,face,7,25,diff,right
2,8,face,8,24,same,left
2,8,face,9,25,same,left
2,8,face,10,21,lure,right
2,8,face,11,25,same,left
2,9,word,1,26,filler,none
2,9,word,2,27,filler,none
2,9,word,3,26,same,left
2,9,word,4,27,same,left
2,9,word,5,28,diff,right
2,9,word,6,27,same,left
2,9,word,7,29,diff,right
2,9,word,8,30,diff,right
2,9,word,9,28,lure,right
2,9,word,10,30,same,left
2,9,word,11,29,lure,right
2,10,face,1,26,filler,none
2,10,face,2,27,filler,none
2,10,face,3,28,diff,right
2,10,face,4,27,same,left
2,10,face,5,28,same,left
2,10,face,6,26,lure,right
2,10,face,7,29,diff,right
2,10,face,8,30,diff,right
2,10,face,9,29,same,left
2,10,face,10,26,lure,right
2,10,face,11,30,lure,right
2,11,place,1,26,filler,none
2,11,place,2,27,filler,none
2,11,place,3,28,diff,right
2,11,place,4,29,diff,right
2,11,place,5,28,same,left
2,11,place,6,29,same,left
2,11,place,7,28,same,left
2,11,place,8,27,lure,right
2,11,place,9,30,diff,right
2,11,place,10,26,lure,right
2,11,place,11,30,same,left
2,12,object,1,26,filler,none
2,12,object,2,27,filler,none
2,12,object,3,28,diff,right
2,12,object,4,27,same,left
2,12,object,5,28,same,left
2,12,object,6,29,diff,right
2,12,object,7,30,diff,right
2,12,object,8,29,same,left
2,12,object,9,30,same,left
2,12,object,10,26,lure,right
2,12,object,11,30,same,left
3,1,face,1,31,filler,none
3,1,face,2,32,filler,none
3,1,face,3,31,same,left
3,1,face,4,33,diff,right
3,1,face,5,34,diff,right
3,1,face,6,33,same,left
3,1,face,7,35,diff,right
3,1,face,8,33,same,left
3,1,face,9,32,lure,right
3,1,face,10,34,lure,right
3,1,face,11,35,lure,right
3,2,object,1,31,filler,none
3,2,object,2,32,filler,none
3,2,object,3,31,same,left
3,2,object,4,32,same,left
3,2,object,5,33,diff,right
3,2,object,6,34,diff,right
3,2,object,7,35,diff,right
3,2,object,8,34,same,left
3,2,object,9,35,same,left
3,2,object,10,34,same,left
3,2,object,11,33,lure,right
3,3,word,1,31,filler,none
3,3,word,2,32,filler,none
3,3,word,3,31,same,left
3,3,word,4,33,diff,right
3,3,word,5,34,diff,right
3,3,word,6,33,same,left
3,3,word,7,34,same,left
3,3,word,8,35,diff,right
3,3,word,9,34,same,left
3,3,word,10,32,lure,right
3,3,word,11,35,lure,right
3,4,place,1,31,filler,none
3,4,place,2,32,filler,none
3,4,place,3,31,same,left
3,4,place,4,32,same,left
3,4,place,5,33,diff,right
3,4,place,6,32,same,left
3,4,place,7,34,diff,right
3,4,place,8,35,diff,right
3,4,place,9,33,lure,right
3,4,place,10,35,same,left
3,4,place,11,34,lure,right
3,5,object,1,36,filler,none
3,5,object,2,37,filler,none
3,5,object,3,38,diff,right
3,5,object,4,37,same,left
3,5,object,5,39,diff,right
3,5,object,6,38,lure,right
3,5,object,7,40,diff,right
3,5,object,8,36,lure,right
3,5,object,9,40,same,left
3,5,object,10,39,lure,right
3,5,object,11,40,same,left
3,6,place,1,36,filler,none
3,6,place,2,37,filler,none
3,6,place,3,38,diff,right
3,6,place,4,37,same,left
3,6,place,5,38,same,left
3,6,place,6,39,diff,right
3,6,place,7,40,diff,right
3,6,place,8,39,same,left
3,6,place,9,40,same,left
3,6,place,10,36,lure,right
3,6,place,11,40,same,left
3,7,face,1,36,filler,none
3,7,face,2,37,filler,none
3,7,face,3,38,diff,right
3,7,face,4,39,diff,right
3,7,face,5,38,same,left
3,7,face,6,39,same,left
3,7,face,7,38,same,left
3,7,face,8,37,lure,right
3,7,face,9,40,diff,right
3,7,face,10,36,lure,right
3,7,face,11,40,same,left
3,8,word,1,36,filler,none
3,8,word,2,37,filler,none
3,8,word,3,36,same,left
3,8,word,4,37,same,left
3,8,word,5,38,diff,right
3,8,word,6,39,diff,right
3,8,word,7,40,diff,right
3,8,word,8,39,same,left
3,8,word,9,40,same,left
3,8,word,10,39,same,left
3,8,word,11,38,lure,right
3,9,face,1,41,filler,none
3,9,face,2,42,filler,none
3,9,face,3,41,same,left
3,9,face,4,43,diff,right
3,9,face,5,42,lure,right
3,9,face,6,43,same,left
3,9,face,7,42,same,left
3,9,face,8,44,diff,right
3,9,face,9,45,diff,right
3,9,face,10,44,same,left
3,9,face,11,45,same,left
3,10,object,1,41,filler,none
3,10,object,2,42,filler,none
3,10,object,3,41,same,left
3,10,object,4,42,same,left
3,10,object,5,43,diff,right
3,10,object,6,42,same,left
3,10,object,7,44,diff,right
3,10,object,8,45,diff,right
3,10,object,9,43,lure,right
3,10,object,10,45,same,left
3,10,object,11,44,lure,right
3,11,word,1,41,filler,none
3,11,word,2,42,filler,none
3,11,word,3,43,diff,right
3,11,word,4,42,same,left
3,11,word,5,44,diff,right
3,11,word,6,43,lure,right
3,11,word,7,45,diff,right
3,11,word,8,41,lure,right
3,11,word,9,45,same,left
3,11,word,10,44,lure,right
3,11,word,11,45,same,left
3,12,place,1,41,filler,none
3,12,place,2,42,filler,none
3,12,place,3,41,same,left
3,12,place,4,43,diff,right
3,12,place,5,44,diff,right
3,12,place,6,43,same,left
3,12,place,7,45,diff,right
3,12,place,8,43,same,left
3,12,place,9,42,lure,right
3,12,place,10,44,lure,right
3,12,place,11,45,lure,right
